node_id_1,node_id_2,author_channel_id_1,author_channel_id_2,weight
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UC-Iul5tDYH_oiAMXQH-KaaQ,UC-HeUTT6_g-VoiWds2a4H-w,UC-Iul5tDYH_oiAMXQH-KaaQ,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UC0HvfEWozTHbwl_iEmJNvVA,UC-HeUTT6_g-VoiWds2a4H-w,UC0HvfEWozTHbwl_iEmJNvVA,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UC14qlobYKqD-DO0j6b75lcA,UC-HeUTT6_g-VoiWds2a4H-w,UC14qlobYKqD-DO0j6b75lcA,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UC1NiEdJ7gk6FlDexIalWnGg,UC-HeUTT6_g-VoiWds2a4H-w,UC1NiEdJ7gk6FlDexIalWnGg,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UC3YpzAr7pcdKC7BVFEpYzog,UC-HeUTT6_g-VoiWds2a4H-w,UC3YpzAr7pcdKC7BVFEpYzog,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UC63tFvbQ_hJhGDi2nbjssjw,UC-HeUTT6_g-VoiWds2a4H-w,UC63tFvbQ_hJhGDi2nbjssjw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCEHXl4VvvVpq-_4xC5tsbhg,UC-HeUTT6_g-VoiWds2a4H-w,UCEHXl4VvvVpq-_4xC5tsbhg,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCFybmWapGvBKcQod7cPPH9w,UC-HeUTT6_g-VoiWds2a4H-w,UCFybmWapGvBKcQod7cPPH9w,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCRfkkatKrNtAARnXMMYBGlA,UC-HeUTT6_g-VoiWds2a4H-w,UCRfkkatKrNtAARnXMMYBGlA,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCV3fr-YOixFKCZBbJP1-X4w,UC-HeUTT6_g-VoiWds2a4H-w,UCV3fr-YOixFKCZBbJP1-X4w,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCWaRixDdpgllTBf4V0jPnKQ,UC-HeUTT6_g-VoiWds2a4H-w,UCWaRixDdpgllTBf4V0jPnKQ,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCWvntqPQx99k_Z_skWKqNSA,UC-HeUTT6_g-VoiWds2a4H-w,UCWvntqPQx99k_Z_skWKqNSA,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCZFQwqh90apuL8eFhvRBkUg,UC-HeUTT6_g-VoiWds2a4H-w,UCZFQwqh90apuL8eFhvRBkUg,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCa36MjQLoPAmgJo-R3G8WQA,UC-HeUTT6_g-VoiWds2a4H-w,UCa36MjQLoPAmgJo-R3G8WQA,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCaT4saRcyqCLE657Rq2hhZQ,UC-HeUTT6_g-VoiWds2a4H-w,UCaT4saRcyqCLE657Rq2hhZQ,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCeQk-WfEA-cJRq4EKeE7TOw,UC-HeUTT6_g-VoiWds2a4H-w,UCeQk-WfEA-cJRq4EKeE7TOw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCfo_yUPzy1f1POwwZxhZ06Q,UC-HeUTT6_g-VoiWds2a4H-w,UCfo_yUPzy1f1POwwZxhZ06Q,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCgGqw4aqMdMVSGkKiMgrJRQ,UC-HeUTT6_g-VoiWds2a4H-w,UCgGqw4aqMdMVSGkKiMgrJRQ,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCheEJ5GZuIvV0fj-nXyVwXw,UC-HeUTT6_g-VoiWds2a4H-w,UCheEJ5GZuIvV0fj-nXyVwXw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UChyps3dqY-VY1_wLeq-2lhw,UC-HeUTT6_g-VoiWds2a4H-w,UChyps3dqY-VY1_wLeq-2lhw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCiOZX__1gahg1ypIj0_XG_w,UC-HeUTT6_g-VoiWds2a4H-w,UCiOZX__1gahg1ypIj0_XG_w,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCjZgFEowMBrsjodqfovzdKw,UC-HeUTT6_g-VoiWds2a4H-w,UCjZgFEowMBrsjodqfovzdKw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCoGdCoJg2Lh0OX_jv6cG16g,UC-HeUTT6_g-VoiWds2a4H-w,UCoGdCoJg2Lh0OX_jv6cG16g,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCp29O_C7cchZV8IxV7Crdag,UC-HeUTT6_g-VoiWds2a4H-w,UCp29O_C7cchZV8IxV7Crdag,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCql1n3Ey6ULMSOACjMe-fxQ,UC-HeUTT6_g-VoiWds2a4H-w,UCql1n3Ey6ULMSOACjMe-fxQ,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCtCtts20bW6F9CSohau51Iw,UC-HeUTT6_g-VoiWds2a4H-w,UCtCtts20bW6F9CSohau51Iw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCtsxPYw8VUsH_FfnKg-0lmw,UC-HeUTT6_g-VoiWds2a4H-w,UCtsxPYw8VUsH_FfnKg-0lmw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCvDwJBBY1mHK70aTEYl6rsA,UC-HeUTT6_g-VoiWds2a4H-w,UCvDwJBBY1mHK70aTEYl6rsA,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCwxoKK59nGCeBqB2sXfDBIw,UC-HeUTT6_g-VoiWds2a4H-w,UCwxoKK59nGCeBqB2sXfDBIw,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCyJhqmMbsvjpoarBBStA2kg,UC-HeUTT6_g-VoiWds2a4H-w,UCyJhqmMbsvjpoarBBStA2kg,1
author:UC-HeUTT6_g-VoiWds2a4H-w,author:UCzZ6dDCEsLMXbc5pCFXIprw,UC-HeUTT6_g-VoiWds2a4H-w,UCzZ6dDCEsLMXbc5pCFXIprw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UC0HvfEWozTHbwl_iEmJNvVA,UC-Iul5tDYH_oiAMXQH-KaaQ,UC0HvfEWozTHbwl_iEmJNvVA,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UC14qlobYKqD-DO0j6b75lcA,UC-Iul5tDYH_oiAMXQH-KaaQ,UC14qlobYKqD-DO0j6b75lcA,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UC1NiEdJ7gk6FlDexIalWnGg,UC-Iul5tDYH_oiAMXQH-KaaQ,UC1NiEdJ7gk6FlDexIalWnGg,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UC3YpzAr7pcdKC7BVFEpYzog,UC-Iul5tDYH_oiAMXQH-KaaQ,UC3YpzAr7pcdKC7BVFEpYzog,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UC63tFvbQ_hJhGDi2nbjssjw,UC-Iul5tDYH_oiAMXQH-KaaQ,UC63tFvbQ_hJhGDi2nbjssjw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCEHXl4VvvVpq-_4xC5tsbhg,UC-Iul5tDYH_oiAMXQH-KaaQ,UCEHXl4VvvVpq-_4xC5tsbhg,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCFybmWapGvBKcQod7cPPH9w,UC-Iul5tDYH_oiAMXQH-KaaQ,UCFybmWapGvBKcQod7cPPH9w,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCRfkkatKrNtAARnXMMYBGlA,UC-Iul5tDYH_oiAMXQH-KaaQ,UCRfkkatKrNtAARnXMMYBGlA,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCV3fr-YOixFKCZBbJP1-X4w,UC-Iul5tDYH_oiAMXQH-KaaQ,UCV3fr-YOixFKCZBbJP1-X4w,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCWaRixDdpgllTBf4V0jPnKQ,UC-Iul5tDYH_oiAMXQH-KaaQ,UCWaRixDdpgllTBf4V0jPnKQ,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCWvntqPQx99k_Z_skWKqNSA,UC-Iul5tDYH_oiAMXQH-KaaQ,UCWvntqPQx99k_Z_skWKqNSA,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCZFQwqh90apuL8eFhvRBkUg,UC-Iul5tDYH_oiAMXQH-KaaQ,UCZFQwqh90apuL8eFhvRBkUg,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCa36MjQLoPAmgJo-R3G8WQA,UC-Iul5tDYH_oiAMXQH-KaaQ,UCa36MjQLoPAmgJo-R3G8WQA,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCaT4saRcyqCLE657Rq2hhZQ,UC-Iul5tDYH_oiAMXQH-KaaQ,UCaT4saRcyqCLE657Rq2hhZQ,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCeQk-WfEA-cJRq4EKeE7TOw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCeQk-WfEA-cJRq4EKeE7TOw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCfo_yUPzy1f1POwwZxhZ06Q,UC-Iul5tDYH_oiAMXQH-KaaQ,UCfo_yUPzy1f1POwwZxhZ06Q,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCgGqw4aqMdMVSGkKiMgrJRQ,UC-Iul5tDYH_oiAMXQH-KaaQ,UCgGqw4aqMdMVSGkKiMgrJRQ,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCheEJ5GZuIvV0fj-nXyVwXw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCheEJ5GZuIvV0fj-nXyVwXw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UChyps3dqY-VY1_wLeq-2lhw,UC-Iul5tDYH_oiAMXQH-KaaQ,UChyps3dqY-VY1_wLeq-2lhw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCiOZX__1gahg1ypIj0_XG_w,UC-Iul5tDYH_oiAMXQH-KaaQ,UCiOZX__1gahg1ypIj0_XG_w,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCjZgFEowMBrsjodqfovzdKw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCjZgFEowMBrsjodqfovzdKw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCoGdCoJg2Lh0OX_jv6cG16g,UC-Iul5tDYH_oiAMXQH-KaaQ,UCoGdCoJg2Lh0OX_jv6cG16g,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCp29O_C7cchZV8IxV7Crdag,UC-Iul5tDYH_oiAMXQH-KaaQ,UCp29O_C7cchZV8IxV7Crdag,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCql1n3Ey6ULMSOACjMe-fxQ,UC-Iul5tDYH_oiAMXQH-KaaQ,UCql1n3Ey6ULMSOACjMe-fxQ,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCtCtts20bW6F9CSohau51Iw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCtCtts20bW6F9CSohau51Iw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCtsxPYw8VUsH_FfnKg-0lmw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCtsxPYw8VUsH_FfnKg-0lmw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCvDwJBBY1mHK70aTEYl6rsA,UC-Iul5tDYH_oiAMXQH-KaaQ,UCvDwJBBY1mHK70aTEYl6rsA,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCwxoKK59nGCeBqB2sXfDBIw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCwxoKK59nGCeBqB2sXfDBIw,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCyJhqmMbsvjpoarBBStA2kg,UC-Iul5tDYH_oiAMXQH-KaaQ,UCyJhqmMbsvjpoarBBStA2kg,1
author:UC-Iul5tDYH_oiAMXQH-KaaQ,author:UCzZ6dDCEsLMXbc5pCFXIprw,UC-Iul5tDYH_oiAMXQH-KaaQ,UCzZ6dDCEsLMXbc5pCFXIprw,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UC1WlJfQmaIskYhP4gmWoamw,UC-QOpE7GOxlXcHZ8b7HbQKA,UC1WlJfQmaIskYhP4gmWoamw,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCBlm80VQ4YoV3bUJR_XhkaQ,UC-QOpE7GOxlXcHZ8b7HbQKA,UCBlm80VQ4YoV3bUJR_XhkaQ,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCGZMgmM92E3njyXNe9-kjAQ,UC-QOpE7GOxlXcHZ8b7HbQKA,UCGZMgmM92E3njyXNe9-kjAQ,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCIgoiXdIKJyUGmUoH2Lxdzg,UC-QOpE7GOxlXcHZ8b7HbQKA,UCIgoiXdIKJyUGmUoH2Lxdzg,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCOLHH4ZpMxPYF-Q6e6wvn5A,UC-QOpE7GOxlXcHZ8b7HbQKA,UCOLHH4ZpMxPYF-Q6e6wvn5A,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCPNXmbOBVeC4HS-xemvcPtQ,UC-QOpE7GOxlXcHZ8b7HbQKA,UCPNXmbOBVeC4HS-xemvcPtQ,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCQMMuADgqWUOcJpLwHOzC-g,UC-QOpE7GOxlXcHZ8b7HbQKA,UCQMMuADgqWUOcJpLwHOzC-g,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCVdjCrh4tQoX3haNAZv-n5A,UC-QOpE7GOxlXcHZ8b7HbQKA,UCVdjCrh4tQoX3haNAZv-n5A,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCZjm6U576nX8WOiLhmMR3bw,UC-QOpE7GOxlXcHZ8b7HbQKA,UCZjm6U576nX8WOiLhmMR3bw,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCat2qkYvqmtDNEmo2PVuhXw,UC-QOpE7GOxlXcHZ8b7HbQKA,UCat2qkYvqmtDNEmo2PVuhXw,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCbNanjFI51cwGqMAb2rOrBw,UC-QOpE7GOxlXcHZ8b7HbQKA,UCbNanjFI51cwGqMAb2rOrBw,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCi2KiZq63sRq8Mfbcp-MelQ,UC-QOpE7GOxlXcHZ8b7HbQKA,UCi2KiZq63sRq8Mfbcp-MelQ,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCozFYHN0e_-vlQbX3wQGOug,UC-QOpE7GOxlXcHZ8b7HbQKA,UCozFYHN0e_-vlQbX3wQGOug,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCp_dAUfv8i3LW3zWc24dLaQ,UC-QOpE7GOxlXcHZ8b7HbQKA,UCp_dAUfv8i3LW3zWc24dLaQ,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCrqXyRsg-_hTosURZ-uvoKg,UC-QOpE7GOxlXcHZ8b7HbQKA,UCrqXyRsg-_hTosURZ-uvoKg,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCtiHFjFu7d5v2XxHnKFUYig,UC-QOpE7GOxlXcHZ8b7HbQKA,UCtiHFjFu7d5v2XxHnKFUYig,1
author:UC-QOpE7GOxlXcHZ8b7HbQKA,author:UCxhtlxPV8AYWaNNyU6S9H8Q,UC-QOpE7GOxlXcHZ8b7HbQKA,UCxhtlxPV8AYWaNNyU6S9H8Q,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC1DpqK6vaPEkBOMNvypsKYg,UC-fiZBS5Gp1eCJd9ucgWnCg,UC1DpqK6vaPEkBOMNvypsKYg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC32oozucwCF3q8d4m8fyOUg,UC-fiZBS5Gp1eCJd9ucgWnCg,UC32oozucwCF3q8d4m8fyOUg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC3UVO7pTbeYvZ3ILEyRDskQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UC3UVO7pTbeYvZ3ILEyRDskQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC4Avya4kmR4Q0FrfFdBozSQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UC4Avya4kmR4Q0FrfFdBozSQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC5hvEnRUzI4Kfvwnyi4QxqQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UC5hvEnRUzI4Kfvwnyi4QxqQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC6Uj1FT5JjDSF8vudvDxPAA,UC-fiZBS5Gp1eCJd9ucgWnCg,UC6Uj1FT5JjDSF8vudvDxPAA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC7dadZG7kkGYnsNu6td0FbA,UC-fiZBS5Gp1eCJd9ucgWnCg,UC7dadZG7kkGYnsNu6td0FbA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC816IGbFCZinfYS1LRDaaHg,UC-fiZBS5Gp1eCJd9ucgWnCg,UC816IGbFCZinfYS1LRDaaHg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC95PSMouTx2N5CbSq0hIyrQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UC95PSMouTx2N5CbSq0hIyrQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCAKuKvcbfnBD3kF5njNu-IA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCAKuKvcbfnBD3kF5njNu-IA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCCBYcToQ2dwkd6TJh0FSyDg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCCBYcToQ2dwkd6TJh0FSyDg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCDrmf9y9nLgFY5wnA2hTuGA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCDrmf9y9nLgFY5wnA2hTuGA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCGGHbtfbbe0o68etrOf0qxw,UC-fiZBS5Gp1eCJd9ucgWnCg,UCGGHbtfbbe0o68etrOf0qxw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCHbwIx9pmQuf7i-4_xO2EpA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCHbwIx9pmQuf7i-4_xO2EpA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCNpt5CQlTzNjlAKY6CJtClQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCNpt5CQlTzNjlAKY6CJtClQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCOcUI5XkTYNMSFhZNMIPpGg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCOcUI5XkTYNMSFhZNMIPpGg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCQqlPPUGqAfWjd-FSh_qn7Q,UC-fiZBS5Gp1eCJd9ucgWnCg,UCQqlPPUGqAfWjd-FSh_qn7Q,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCQyOePccUP-fIJYzchAgZYw,UC-fiZBS5Gp1eCJd9ucgWnCg,UCQyOePccUP-fIJYzchAgZYw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCRAquv8el-tQ30bN7MlmySQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCRAquv8el-tQ30bN7MlmySQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCRvPToDkkumha7WJAfCDk1A,UC-fiZBS5Gp1eCJd9ucgWnCg,UCRvPToDkkumha7WJAfCDk1A,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCUoYsrx1oZnCZ0usbBJn4fA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCUoYsrx1oZnCZ0usbBJn4fA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCV0lM03g5fg5pbPj97-sAtA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCV0lM03g5fg5pbPj97-sAtA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCW-JC6lebVmf2P1dmY_L94g,UC-fiZBS5Gp1eCJd9ucgWnCg,UCW-JC6lebVmf2P1dmY_L94g,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCW80DaMjQlEUibC98Cot-Dg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCW80DaMjQlEUibC98Cot-Dg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCWoAVGVqCn4xtINCMOTM4jg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCWoAVGVqCn4xtINCMOTM4jg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCZeIIQrGAedW8tCbKWmGY-A,UC-fiZBS5Gp1eCJd9ucgWnCg,UCZeIIQrGAedW8tCbKWmGY-A,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UC_LYoGs5C3mbZKZuKuqYCvw,UC-fiZBS5Gp1eCJd9ucgWnCg,UC_LYoGs5C3mbZKZuKuqYCvw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCaKAjTW9MVub_clgr4DRYjQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCaKAjTW9MVub_clgr4DRYjQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCdFlugHJJa4l3YqWuNRmvXw,UC-fiZBS5Gp1eCJd9ucgWnCg,UCdFlugHJJa4l3YqWuNRmvXw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCe8JZoYkX5oKUZyivHYdXhw,UC-fiZBS5Gp1eCJd9ucgWnCg,UCe8JZoYkX5oKUZyivHYdXhw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCeDNEtI8_a42bZ47wJiJMwQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCeDNEtI8_a42bZ47wJiJMwQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCgJNFj5dnxXpcMvmuhZDPxA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCgJNFj5dnxXpcMvmuhZDPxA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCgQw_Sbq3ugruDUKsq1e0-A,UC-fiZBS5Gp1eCJd9ucgWnCg,UCgQw_Sbq3ugruDUKsq1e0-A,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCiC-Jn7wdgyQV4_Urk0DkWQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCiC-Jn7wdgyQV4_Urk0DkWQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCkVtmkK07b2zaVVNssX4lOg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCkVtmkK07b2zaVVNssX4lOg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCkbsS_3D-pvg1iHOld9uvIg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCkbsS_3D-pvg1iHOld9uvIg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UClhMWQ7XKWywYvbRnuf8QsA,UC-fiZBS5Gp1eCJd9ucgWnCg,UClhMWQ7XKWywYvbRnuf8QsA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UClqA491Xa5fQcXcJJa-vTWw,UC-fiZBS5Gp1eCJd9ucgWnCg,UClqA491Xa5fQcXcJJa-vTWw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UColMq7LmaoY3MT6aIDGrGvA,UC-fiZBS5Gp1eCJd9ucgWnCg,UColMq7LmaoY3MT6aIDGrGvA,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCpe5jW3MIqkgTJ-PgkzvM6Q,UC-fiZBS5Gp1eCJd9ucgWnCg,UCpe5jW3MIqkgTJ-PgkzvM6Q,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCpsKOkt5iWTbenzeuq7dsmQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCpsKOkt5iWTbenzeuq7dsmQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCqCrvuoJpC-aVb0f4logQRQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCqCrvuoJpC-aVb0f4logQRQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCsGoJEvb-cFPZ2rWoJcXzEQ,UC-fiZBS5Gp1eCJd9ucgWnCg,UCsGoJEvb-cFPZ2rWoJcXzEQ,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCu8_3-Wg-YzNyvHYQDEscfw,UC-fiZBS5Gp1eCJd9ucgWnCg,UCu8_3-Wg-YzNyvHYQDEscfw,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCuXmOjxC-htcprLgeVXz6Tg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCuXmOjxC-htcprLgeVXz6Tg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCwgCc9Jd_gG-uLE_SY-FfPg,UC-fiZBS5Gp1eCJd9ucgWnCg,UCwgCc9Jd_gG-uLE_SY-FfPg,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCwjUvRseNtJoItylIyIez7Q,UC-fiZBS5Gp1eCJd9ucgWnCg,UCwjUvRseNtJoItylIyIez7Q,1
author:UC-fiZBS5Gp1eCJd9ucgWnCg,author:UCylqlpsh8ENNM1LqgQ1KbxA,UC-fiZBS5Gp1eCJd9ucgWnCg,UCylqlpsh8ENNM1LqgQ1KbxA,1
author:UC-hfX8J5JPJ-dfuakzegMLA,author:UC-jS_kA9w-OmpupXDx156Rg,UC-hfX8J5JPJ-dfuakzegMLA,UC-jS_kA9w-OmpupXDx156Rg,1
author:UC-hfX8J5JPJ-dfuakzegMLA,author:UC-pNP6RMFuLg_-x7Ah_0kEA,UC-hfX8J5JPJ-dfuakzegMLA,UC-pNP6RMFuLg_-x7Ah_0kEA,1
author:UC-hfX8J5JPJ-dfuakzegMLA,author:UC1vr9aaMI2crB0NvwFHUeoQ,UC-hfX8J5JPJ-dfuakzegMLA,UC1vr9aaMI2crB0NvwFHUeoQ,1
author:UC-hfX8J5JPJ-dfuakzegMLA,author:UC2Y_EHWQKevubk4vOEBBFxw,UC-hfX8J5JPJ-dfuakzegMLA,UC2Y_EHWQKevubk4vOEBBFxw,1
author:UC-hfX8J5JPJ-dfuakzegMLA,author:UC2weSE8rpqkGMOp6StYtVfg,UC-hfX8J5JPJ-dfuakzegMLA,UC2weSE8rpqkGMOp6StYtVfg,1
author:UC-hfX8J5JPJ-dfuakzegMLA,author:UC3E9mAgP7VoAE5mZoAexl5g,UC-hfX8J5JPJ-dfuakzegMLA,UC3E9mAgP7VoAE5mZoAexl5g,1
